lat,long,surface,pop,municipality,prov
443730,7144,9572,213,Pontechianale,CN
44257,7175,1926,348,Pradleves,CN
44291,7323,5227,282,Prazzo,CN
442234,8540,2020,405,Priero,CN
444736,8347,905,1784,Priocca,CN
441446,8126,2706,853,Priola,CN
442939,8840,1451,502,Prunetto,CN
44468,74055,4803,9912,Racconigi,CN
443922,72326,5348,4046,Revello,CN
44398,7216,678,975,Rifreddo,CN
442110,7246,1139,163,Rittana,CN
441617,72723,2389,209,Roaschia,CN
44257,8120,654,98,Roascio,CN
441744,73045,2492,2250,Robilante,CN
441825,75328,2987,623,Roburent,CN
442844,72037,2407,1308,Roccabruna,CN
442646,7573,733,218,Rocca Ciglie',CN
442533,74542,2632,1655,Rocca de' Baldi,CN
441913,74443,8485,1972,Roccaforte Mondovi',CN
442035,72634,1097,589,Roccasparvera,CN
44191,72854,1964,2786,Roccavione,CN
443820,81029,458,204,Rocchetta Belbo,CN
444051,75834,943,1108,Roddi,CN
443430,8113,1045,381,Roddino,CN
443758,8333,884,811,Rodello,CN
443226,7262,1988,979,Rossana,CN
444228,73621,761,278,Ruffia,CN
442337,8436,1093,513,Sale delle Langhe,CN
44245,8444,810,192,Sale San Giovanni,CN
442459,81013,2441,1564,Saliceto,CN
443453,74727,1255,582,Salmour,CN
443846,72936,7578,15872,Saluzzo,CN
442018,7447,4747,110,Sambuco,CN
443444,71124,9889,1355,Sampeyre,CN
442928,8330,497,202,San Benedetto Belbo,CN
442927,71525,5413,548,San Damiano Macra,CN
444510,74823,1539,2155,Sanfre',CN
443851,71913,3967,2694,Sanfront,CN
442247,75429,1825,2168,San Michele Mondovi',CN
443040,74317,2813,2064,Sant'Albano Stura,CN
44424,75613,1008,2403,Santa Vittoria d'Alba,CN
444234,8140,2363,4137,Santo Stefano Belbo,CN
444723,75630,1337,1161,Santo Stefano Roero,CN
443850,73931,11074,18949,Savigliano,CN
441957,75915,898,220,Scagnello,CN
444059,73411,3043,1771,Scarnafigi,CN
443643,75959,844,479,Serralunga d'Alba,CN
443345,8330,909,318,Serravalle Langhe,CN
44363,8118,846,483,Sinio,CN
443213,8041,1181,426,Somano,CN
444616,74712,3557,5884,Sommariva del Bosco,CN
444442,75423,1739,2279,Sommariva Perno,CN
443025,7741,2812,124,Stroppo,CN
442948,73240,1223,1822,Tarantasca,CN
443352,8925,765,243,Torre Bormida,CN
442115,7543,1852,579,Torre Mondovi',CN
444412,73154,538,660,Torre San Giorgio,CN
44260,822,378,84,Torresina,CN
444128,859,953,709,Treiso,CN
444046,8627,1044,363,Trezzo Tinella,CN
443037,74529,2823,1939,Trinita',CN
441641,72343,15356,1054,Valdieri,CN
442440,72254,2314,775,Valgrana,CN
442023,72225,1687,206,Valloriate,CN
443244,72051,1092,70,Valmala,CN
443346,72352,2038,1538,Venasca,CN
44409,75611,732,430,Verduno,CN
441449,7323,6193,1477,Vernante,CN
44367,72855,2620,6020,Verzuolo,CN
444558,75941,1411,2008,Vezza d'Alba,CN
442241,75155,2545,2859,Vicoforte,CN
442140,72815,811,1745,Vignolo,CN
443244,73221,2960,2977,Villafalletto,CN
442048,74551,2839,4757,Villanova Mondovi',CN
444349,73442,1479,808,Villanova Solaro,CN
44292,72252,1952,1207,Villar San Costanzo,CN
441838,71025,18393,801,Vinadio,CN
441726,75758,2106,498,Viola,CN
44342,73440,843,559,Vottignasco,CN
444735,8153,1538,1719,Agliano,AT
45447,75812,947,417,Albugnano,AT
445049,885,1089,992,Antignano,AT
4566,806,1141,522,Aramengo,AT
44545,81229,15182,73557,Asti,AT
445235,8168,643,327,Azzano d'Asti,AT
445432,8531,521,995,Baldichieri d'Asti,AT
444954,81950,535,339,Belveglio,AT
45546,75718,742,354,Berzano di San Pietro,AT
444727,82633,919,394,Bruno,AT
443955,81744,1570,936,Bubbio,AT
45123,7576,1882,1954,Buttigliera d'Asti,AT
444353,81953,1274,1459,Calamandrana,AT
45033,81527,1744,1393,Calliano,AT
444429,81342,1573,1356,Calosso,AT
445922,8531,669,445,Camerano Casasco,AT
444328,81717,2358,10425,Canelli,AT
44549,8152,977,733,Cantarana,AT
45022,8025,508,230,Capriglio,AT
45130,82010,1259,697,Casorzo,AT
444125,81811,1171,610,Cassinasco,AT
444524,890,2137,3486,Castagnole delle Lanze,AT
445747,81829,1726,1226,Castagnole Monferrato,AT
444321,82254,1202,702,Castel Boglione,AT
44590,81234,1997,2580,Castell'Alfero,AT
445534,8434,434,281,Castellero,AT
44457,8265,300,165,Castelletto Molina,AT
445255,81857,2316,1713,Castello di Annone,AT
444813,82447,943,878,Castelnuovo Belbo,AT
444724,81712,800,795,Castelnuovo Calcea,AT
45238,75746,2200,2793,Castelnuovo Don Bosco,AT
444316,8250,564,464,Castel Rocchero,AT
44524,75646,1081,508,Cellarengo,AT
445133,8723,551,502,Celle Enomondo,AT
45311,826,398,276,Cerreto d'Asti,AT
445221,82146,469,584,Cerro Tanaro,AT
44396,81438,1111,489,Cessole,AT
445915,873,248,255,Chiusano d'Asti,AT
445834,863,538,426,Cinaglio,AT
444943,8019,1065,1206,Cisterna d'Asti,AT
444351,8842,412,282,Coazzolo,AT
45516,8219,1677,1548,Cocconato,AT
45225,878,301,147,Colcavagno,AT
45012,8844,515,185,Corsione,AT
445732,8337,502,253,Cortandone,AT
45059,8522,446,295,Cortanze,AT
445850,8351,1037,539,Cortazzone,AT
444922,82133,843,560,Cortiglione,AT
445943,8813,533,426,Cossombrato,AT
444722,81053,3686,5940,Costigliole d'Asti,AT
45232,8544,686,470,Cunico,AT
445534,75823,1164,822,Dusino San Michele,AT
445225,75941,1393,1307,Ferrere,AT
444518,82522,801,563,Fontanile,AT
45023,8107,728,636,Frinco,AT
445958,81755,603,675,Grana,AT
45230,81843,1044,705,Grazzano Badoglio,AT
444833,82314,2085,2054,Incisa Scapaccino,AT
44505,81124,1358,2061,Isola d'Asti,AT
444014,81539,1548,397,Loazzolo,AT
444541,82836,450,335,Maranzana,AT
445643,827,486,345,Maretto,AT
444553,81646,414,398,Moasca,AT
443410,81942,1225,291,Mombaldone,AT
444625,82654,2211,1220,Mombaruzzo,AT
44497,81742,1420,2197,Mombercelli,AT
445613,8424,911,843,Monale,AT
44391,81933,1415,1008,Monastero Bormida,AT
4538,81550,1766,3523,Moncalvo,AT
4545,7563,1436,749,Moncucco Torinese,AT
44514,8137,674,891,Mongardino,AT
44420,82334,852,382,Montabone,AT
445922,8125,1456,855,Montafia,AT
444952,81534,666,605,Montaldo Scarampi,AT
45033,8643,1014,1395,Montechiaro d'Asti,AT
444933,81434,1561,2099,Montegrosso d'Asti,AT
44594,81936,1590,1180,Montemagno,AT
4540,8550,1800,1429,Montiglio,AT
45655,8128,537,208,Moransengo,AT
444635,82129,3041,10031,Nizza Monferrato,AT
443517,81452,511,140,Olmo Gentile,AT
45317,818,1209,440,Passerano Marmorito,AT
45155,81459,947,492,Penango,AT
45133,8416,889,505,Piea,AT
45329,7597,405,189,Pino d'Asti,AT
45317,8254,1080,649,Piova' Massaia,AT
445730,81535,1094,1844,Portacomaro,AT
44459,8276,296,211,Quaranti,AT
445621,82038,1315,1546,Refrancore,AT
445137,8932,894,816,Revigliasco d'Asti,AT
445713,8140,646,323,Roatto,AT
45611,8555,1216,560,Robella,AT
445231,81718,1262,919,Rocca d'Arazzo,AT
443542,81618,2990,644,Roccaverano,AT
444233,82044,783,433,Rocchetta Palafea,AT
445136,82047,1604,1501,Rocchetta Tanaro,AT
44509,842,4802,7263,San Damiano d'Asti,AT
443651,81430,602,166,San Giorgio Scarampi,AT
444912,8633,736,705,San Martino Alfieri,AT
444522,81747,975,934,San Marzano Oliveto,AT
445711,75821,1193,856,San Paolo Solbrito,AT
45253,881,599,250,Scandeluzza,AT
44586,81644,531,569,Scurzolengo,AT
443323,81535,1182,189,Serole,AT
444020,82020,848,303,Sessame,AT
445749,8654,666,520,Settime,AT
445951,8450,350,150,Soglio,AT
445317,8430,1611,1489,Tigliole,AT
45133,81116,1181,919,Tonco,AT
45712,805,554,186,Tonengo,AT
444755,82024,464,273,Vaglio Serra,AT
445354,75757,2223,1993,Valfenera,AT
443823,81342,1344,779,Vesime,AT
445957,8314,396,258,Viale,AT
445853,82141,1367,1103,Viarigi,AT
445015,81356,666,792,Vigliano d'Asti,AT
445457,8157,1291,2867,Villafranca d'Asti,AT
445636,75622,4214,4391,Villanova d'Asti,AT
45026,886,602,408,Villa San Secondo,AT
444832,8198,931,725,Vinchio,AT
444038,82814,3342,20357,Acqui Terme,AL
44429,945,2134,405,Albera Ligure,AL
445451,8372,20395,90753,Alessandria,AL
45257,81231,1308,806,Alfiano Natta,AL
444340,8275,1209,852,Alice Bel Colle,AL
45010,84739,928,1040,Alluvioni Cambio',AL
445941,82239,1127,516,Altavilla Monferrato,AL
4519,85253,207,374,Alzano Scrivia,AL
444116,8539,2336,6121,Arquata Scrivia,AL
444816,85755,1229,329,Avolasca,AL
45119,8248,1672,1586,Balzola,AL
44468,84211,1522,1884,Basaluzzo,AL
45017,8443,2810,1709,Bassignana,AL
443738,83944,878,396,Belforte Monferrato,AL
444945,82718,1330,806,Bergamasco,AL
445240,8579,291,143,Berzano di Tortona,AL
443952,8227,1765,1737,Bistagno,AL
444354,85641,3961,1793,Borghetto di Borbera,AL
445017,83222,660,614,Borgoratto Alessandrino,AL
45520,83123,979,1382,Borgo San Martino,AL
444925,84039,4477,2401,Bosco Marengo,AL
44390,84734,6702,1217,Bosio,AL
45420,83619,942,329,Bozzole,AL
44498,9222,1742,563,Brignano-Frascata,AL
444032,9546,4678,754,Cabella Ligure,AL
4519,82543,939,596,Camagna Monferrato,AL
45944,81658,1845,845,Camino,AL
444315,9246,2406,582,Cantalupo Ligure,AL
444352,84113,2832,1839,Capriata d'Orba,AL
44512,8527,503,1016,Carbonara Scrivia,AL
444947,82817,981,326,Carentino,AL
444830,8541,1031,494,Carezzano,AL
444047,83619,1360,959,Carpeneto,AL
443711,91031,5548,148,Carrega Ligure,AL
443941,84955,724,474,Carrosio,AL
443538,82512,1666,817,Cartosio,AL
445017,83724,1164,1127,Casal Cermelli,AL
44389,84354,1221,339,Casaleggio Boiro,AL
45813,82722,8632,38962,Casale Monferrato,AL
445448,8593,1297,882,Casalnoceto,AL
444943,9024,903,171,Casasco,AL
44461,85149,1497,2047,Cassano Spinola,AL
44453,83134,3353,3130,Cassine,AL
443615,83348,2381,798,Cassinelle,AL
444756,85552,769,105,Castellania,AL
445421,85651,246,380,Castellar Guidobono,AL
445044,83435,4519,4254,Castellazzo Bormida,AL
443737,82335,471,167,Castelletto d'Erro,AL
444116,84218,1425,1849,Castelletto d'Orba,AL
45432,81424,1176,486,Castelletto Merli,AL
445853,83352,943,1289,Castelletto Monferrato,AL
444442,83251,1316,702,Castelnuovo Bormida,AL
445858,85258,4542,5859,Castelnuovo Scrivia,AL
444824,83458,547,371,Castelspina,AL
443757,82717,1043,320,Cavatore,AL
45435,82327,563,516,Cella Monte,AL
45518,8190,1042,426,Cereseto,AL
445037,85554,478,360,Cerreto Grue,AL
45719,81252,1709,1612,Cerrina Monferrato,AL
45857,8225,1034,398,Coniolo,AL
45113,82719,1162,868,Conzano,AL
444857,85537,774,363,Costa Vescovato,AL
443818,8356,1441,828,Cremolino,AL
445931,82726,535,404,Cuccaro Monferrato,AL
44363,8201,745,243,Denice,AL
44466,935,1831,292,Dernice,AL
444522,9917,5364,952,Fabbrica Curone,AL
44541,82624,2518,2510,Felizzano,AL
443540,85240,1585,292,Fraconalto,AL
44441,8448,776,414,Francavilla Bisio,AL
444941,83154,526,412,Frascaro,AL
4520,82313,852,614,Frassinello Monferrato,AL
4586,8327,2925,1363,Frassineto Po,AL
44471,84110,694,691,Fresonara,AL
445028,84052,2727,1873,Frugarolo,AL
445745,82549,2552,1701,Fubine,AL
45931,81138,1781,1360,Gabiano,AL
444834,83230,1220,779,Gamalero,AL
444654,85954,2070,661,Garbagna,AL
444638,8538,312,126,Gavazzana,AL
444121,84810,5090,4569,Gavi,AL
45344,8340,520,723,Giarole,AL
444752,9624,1736,403,Gremiasco,AL
443754,82931,933,328,Grognardo,AL
444152,8584,2579,511,Grondona,AL
45057,85045,291,353,Guazzora,AL
45154,8513,2391,791,Isola Sant'Antonio,AL
44389,84233,1455,738,Lerma,AL
45011,82857,2174,1295,Lu,AL
443342,82447,867,117,Malvicino,AL
445217,82438,2232,1552,Masio,AL
443843,82533,1973,1100,Melazzo,AL
44318,81722,933,194,Merana,AL
45212,83120,1327,1355,Mirabello Monferrato,AL
443717,83558,3277,2034,Molare,AL
45127,85335,274,804,Molino dei Torti,AL
4586,8158,1989,1148,Mombello Monferrato,AL
445023,9211,860,267,Momperone,AL
45920,8945,643,229,Moncestino,AL
443810,9358,2915,237,Mongiardino Ligure,AL
445310,85828,961,697,Monleale,AL
44464,9620,2376,392,Montacuto,AL
444021,84359,519,364,Montaldeo,AL
444058,83514,557,663,Montaldo Bormida,AL
44572,84111,762,353,Montecastello,AL
443544,82242,1751,585,Montechiaro d'Acqui,AL
445018,85718,544,276,Montegioco,AL
44511,85933,980,368,Montemarzino,AL
45955,82155,1768,1558,Morano sul Po,AL
443618,83035,2328,489,Morbello,AL
443829,84525,1330,725,Mornese,AL
44400,8332,1021,687,Morsasco,AL
4557,8817,1525,1670,Murisengo,AL
444545,8478,5422,30021,Novi Ligure,AL
45336,83021,2238,1415,Occimiano,AL
45637,8100,1585,524,Odalengo Grande,AL
45432,8120,763,280,Odalengo Piccolo,AL
45220,8225,268,152,Olivola,AL
444137,83338,514,418,Orsara Bormida,AL
45320,82020,1449,724,Ottiglio,AL
443834,83845,3533,12212,Ovada,AL
445147,82918,2731,1312,Oviglio,AL
45613,82232,1520,1591,Ozzano Monferrato,AL
444918,85325,422,267,Paderna,AL
443112,82256,4091,703,Pareto,AL
444025,84531,1250,745,Parodi Ligure,AL
44450,84449,526,882,Pasturana,AL
445922,84015,1145,1249,Pecetto di Valenza,AL
445642,84015,783,780,Pietra Marazzi,AL
445741,8448,1564,718,Piovera,AL
45351,83541,1357,416,Pomaro Monferrato,AL
445742,85557,2981,4224,Pontecurone,AL
45836,81959,1887,1639,Pontestura,AL
443755,82152,1240,727,Ponti,AL
45513,81537,1158,437,Ponzano Monferrato,AL
443527,82734,6942,1120,Ponzone,AL
445243,9151,1386,419,Pozzol Groppo,AL
444736,84659,3559,4785,Pozzolo Formigaro,AL
443829,8330,606,493,Prasco,AL
444510,83930,3291,2104,Predosa,AL
445648,82917,3620,1281,Quargnento,AL
44541,82427,1779,1922,Quattordio,AL
444410,8286,1061,677,Ricaldone,AL
444246,8331,1004,1450,Rivalta Bormida,AL
445839,84258,608,345,Rivarone,AL
444044,9147,2073,167,Roccaforte Ligure,AL
444021,83854,1564,1260,Rocca Grimalda,AL
444231,938,1009,263,Rocchetta Ligure,AL
45452,82354,1922,1594,Rosignano Monferrato,AL
45439,82125,767,501,Sala Monferrato,AL
44594,84834,4472,4363,Sale,AL
444136,8457,359,572,San Cristoforo,AL
45631,82451,713,1325,San Giorgio Monferrato,AL
445943,83356,3164,4767,San Salvatore Monferrato,AL
444713,942,395,585,San Sebastiano Curone,AL
444712,85510,804,362,Sant'Agata Fossili,AL
444515,85346,1262,460,Sardigliano,AL
44529,85454,1379,1086,Sarezzano,AL
4569,81644,879,644,Serralunga di Crea,AL
444319,85130,1602,6243,Serravalle Scrivia,AL
444713,83424,3400,1445,Sezzadio,AL
44415,84027,1208,1775,Silvano d'Orba,AL
445514,83028,2273,1718,Solero,AL
45754,81651,492,254,Solonghello,AL
443248,8208,5496,1403,Spigno Monferrato,AL
445018,85217,412,349,Spineto Scrivia,AL
444343,85210,1783,1987,Stazzano,AL
444155,83131,1521,1835,Strevi,AL
443828,8404,2591,1392,Tagliolo Monferrato,AL
444341,84610,709,558,Tassarolo,AL
4551,82642,724,767,Terruggia,AL
444019,82525,877,858,Terzo,AL
45553,83316,815,1357,Ticineto,AL
445356,85154,9929,27220,Tortona,AL
45555,82139,467,296,Treville,AL
443949,8351,940,646,Trisobbio,AL
45057,83842,5005,21402,Valenza,AL
4567,83457,1259,1153,Valmacca,AL
45043,82341,1881,1147,Vignale Monferrato,AL
444234,85326,849,1991,Vignole Borbera,AL
445425,85510,1827,3036,Viguzzolo,AL
45423,8102,1450,572,Villadeati,AL
44491,85128,463,914,Villalvernia,AL
4586,81010,967,331,Villamiroglio,AL
451059,82842,1659,1700,Villanova Monferrato,AL
44513,85315,612,690,Villaromagnano,AL
443950,8306,1256,1201,Visone,AL
445326,85859,1058,1214,Volpedo,AL
445337,85738,322,161,Volpeglino,AL
443722,85032,5149,815,Voltaggio,AL
45426,8134,1026,333,Ailoche,BI
453652,8323,1205,3681,Andorno Micca,BI
453050,8735,943,1111,Benna,BI
45341,8316,4668,48324,Biella,BI
453634,8744,1780,1084,Bioglio,BI
453032,8220,528,914,Borriana,BI
453548,8153,1042,2048,Brusnengo,BI
45380,8547,732,170,Callabiana,BI
453839,8542,952,435,Camandona,BI
453243,804,381,1223,Camburzano,BI
453950,75956,1169,200,Campiglia Cervo,BI
453250,8640,1511,7697,Candelo,BI
454140,81247,1133,220,Caprile,BI
45373,81139,292,461,Casapinta,BI
45317,81340,1497,755,Castelletto Cervo,BI
452426,8534,2548,3612,Cavaglia',BI
453415,8915,266,568,Cerreto Castello,BI
452816,8359,2800,2628,Cerrione,BI
454118,8115,2368,2579,Coggiola,BI
453417,81053,2774,15321,Cossato,BI
454118,81444,834,1935,Crevacuore,BI
453643,8116,96,343,Crosa,BI
45380,8147,2137,507,Curino,BI
453144,75427,1182,731,Donato,BI
452540,8549,485,387,Dorzano,BI
453226,8425,452,3934,Gaglianico,BI
452938,81357,231,106,Gifflenga,BI
453336,75843,2028,1615,Graglia,BI
453533,81127,1171,2301,Lessona,BI
452751,8013,1047,381,Magnano,BI
452939,8956,1167,619,Massazza,BI
453541,81335,2714,2283,Masserano,BI
453731,81055,415,746,Mezzana Mortigliengo,BI
453659,8238,66,624,Miagliano,BI
453111,8024,1672,4020,Mongrando,BI
453853,889,1593,1748,Mosso Santa Maria,BI
453031,81230,1848,1343,Mottalciata,BI
453345,75914,594,653,Muzzano,BI
453220,75651,1263,989,Netro,BI
453317,819,405,4194,Occhieppo Inferiore,BI
453354,8030,520,2812,Occhieppo Superiore,BI
453652,869,1147,1703,Pettinengo,BI
453533,880,360,507,Piatto,BI
454128,75723,1788,191,Piedicavallo,BI
453855,8733,231,164,Pistolesa,BI
45350,75956,1637,2135,Pollone,BI
453224,8317,704,3696,Ponderano,BI
454036,81038,1111,1651,Portula,BI
453535,8210,715,2730,Pralungo,BI
454040,81223,933,2683,Pray,BI
45352,8953,585,1296,Quaregna,BI
453929,8042,804,253,Quittengo,BI
45350,8558,380,1514,Ronco Biellese,BI
452522,845,871,787,Roppolo,BI
454041,75832,875,118,Rosazza,BI
453731,8242,1491,1811,Sagliano Micca,BI
453034,75738,809,615,Sala Biellese,BI
45272,8635,3858,2106,Salussola,BI
453125,8431,1022,2662,Sandigliano,BI
45394,8033,842,183,San Paolo Cervo,BI
453718,8512,215,113,Selve Marcone,BI
453822,81153,547,940,Soprana,BI
453428,75825,1378,1304,Sordevolo,BI
453918,81612,1807,773,Sostegno,BI
453711,8109,379,1216,Strona,BI
453742,838,1088,861,Tavigliano,BI
453531,8654,202,320,Ternengo,BI
453544,830,336,2928,Tollegno,BI
45301,75717,580,195,Torrazzo,BI
454026,8940,2988,7331,Trivero,BI
453434,8759,772,2440,Valdengo,BI
453619,8858,389,262,Vallanzengo,BI
453813,8830,890,4350,Valle Mosso,BI
453632,8830,1488,1206,Valle San Nicolao,BI
453829,8649,676,706,Veglio,BI
453019,8658,847,1133,Verrone,BI
453357,8635,838,8286,Vigliano Biellese,BI
453721,81657,373,405,Villa del Bosco,BI
45294,81137,766,209,Villanova Biellese,BI
452536,8311,1237,1351,Viverone,BI
45275,828,290,404,Zimone,BI
452942,75945,1258,1129,Zubiena,BI
453541,8525,262,989,Zumaglia,BI
46343,8651,9999,604,Antrona Schieranco,VB
455926,82035,1383,442,Anzola d'Ossola,VB
455723,8353,163,1868,Arizzano,VB
454835,82119,652,291,Arola,VB
4602,83520,2125,133,Aurano,VB
461532,81913,6873,977,Baceno,VB
45599,8838,3896,619,Bannio Anzino,VB
455439,83011,1725,4510,Baveno,VB
455745,83450,328,675,Bee,VB
455031,83418,840,510,Belgirate,VB
46447,81751,2890,1351,Beura-Cardezza,VB
46747,8123,5816,370,Bognanco,VB
455141,8329,834,437,Brovello-Carpugnino,VB
46021,8109,5766,885,Calasca-Castiglione,VB
455751,83228,394,1523,Cambiasca,VB
46123,84046,1446,1220,Cannero Riviera,VB
46355,84141,5120,5234,Cannobio,VB
455857,83340,726,165,Caprezzo,VB
45553,82443,1208,3035,Casale Corte Cerro,VB
46428,83634,1814,320,Cavaglio-Spoccia,VB
455820,8358,4001,410,Ceppo Morelli,VB
455013,82150,1127,579,Cesara,VB
455757,83034,4002,577,Cossogno,VB
46834,82920,3644,762,Craveggia,VB
46924,81813,3972,4606,Crevoladossola,VB
461328,81931,6169,1614,Crodo,VB
46556,8341,2102,168,Cursolo-Orasso,VB
46659,81736,3693,18865,Domodossola,VB
4689,8260,2905,980,Druogno,VB
46424,8356,1621,319,Falmenta,VB
462239,82543,13041,461,Formazza,VB
455340,8239,290,199,Germagno,VB
455739,8379,1395,2503,Ghiffa,VB
455148,83034,1494,850,Gignese,VB
455539,8260,1467,7854,Gravellona Toce,VB
46513,8349,1327,466,Gurro,VB
455944,83421,995,122,Intragna,VB
455430,8229,920,357,Loreglia,VB
455810,7581,9940,626,Macugnaga,VB
454740,8221,1527,417,Madonna del Sasso,VB
46741,82957,4324,1495,Malesco,VB
4689,81935,2009,1257,Masera,VB
455449,81913,805,192,Massiola,VB
455744,82635,2735,1990,Mergozzo,VB
455835,83118,2145,370,Miazzina,VB
46956,81936,8649,1233,Montecrestese,VB
4648,81325,2255,460,Montescheno,VB
455052,82232,1015,851,Nonio,VB
455940,83843,2021,925,Oggebbio,VB
455254,82425,3080,15371,Omegna,VB
455822,82432,2587,3302,Ornavasso,VB
46245,81531,442,1230,Pallanzeno,VB
46127,81526,762,1740,Piedimulera,VB
46027,8166,4173,2811,Pieve Vergonte,VB
455840,83539,743,741,Premeno,VB
46167,82029,8917,660,Premia,VB
46021,81947,3411,2153,Premosello Chiovenda,VB
455230,82212,951,328,Quarna Sopra,VB
455215,82138,1605,475,Quarna Sotto,VB
46754,83239,2722,863,Re,VB
455730,8310,2599,1039,San Bernardino Verbano,VB
4688,82755,5309,1256,Santa Maria Maggiore,VB
46335,8130,572,222,Seppiana,VB
45535,83220,3323,4684,Stresa,VB
46842,82759,1571,751,Toceno,VB
4626,83938,1877,456,Trarego Viggiona,VB
461243,81337,3957,370,Trasquera,VB
46722,81954,5791,1654,Trontano,VB
455438,82022,4894,1348,Valstrona,VB
455852,8632,1620,505,Vanzone con San Carlo,VB
461229,81518,9456,2409,Varzo,VB
455531,8330,3762,30517,Verbania,VB
46314,81138,1371,192,Viganella,VB
455739,83358,354,922,Vignone,VB
46415,81540,1802,7469,Villadossola,VB
46758,83155,743,233,Villette,VB
46040,81734,1528,1837,Vogogna,VB
454837,71617,803,248,Allein,AO
454822,73535,1177,510,Antey-Saint-Andre',AO
454418,71914,2144,36214,Aosta,AO
453834,74322,2877,1311,Arnad,AO
45429,7101,3336,770,Arvier,AO
454240,7825,5267,322,Avise,AO
